id,monthly_revenue
21281197,1823.6049
873347642082088860,1130.1727
42720667,1672.9412
880607026059023784,1717.4075
4679955,2945.767
19946831,1838.2832
968207932749862784,1629.6201
925648624985397790,1772.6348
933503883855879047,2775.0671
28220710,1375.5089
1019844928155516711,1905.4058
858609833316364347,2627.889
1000252377362444636,1791.959
35572828,1744.4735
679251094277265342,495.00723
54163567,1978.4525
831887238207567105,1858.5288
32587632,1597.1104
41113261,1853.0464
29548839,1360.6747
42202219,1437.3242
33288404,1645.4744
681208131918140413,1334.4161
849324342182298761,2081.0898
28604839,1363.0552
29765542,1311.2295
43606103,1391.856
23205966,1736.5682
827768631980392538,1226.9818
1995592,1936.3481
52706178,1193.441
829276983804768957,2591.5205
720212490867839664,1804.7372
585568481664319320,2877.2034
674891436783527030,1866.3898
979115090468996112,1377.0476
627789510779552820,2075.7625
14112559,1671.0626
961006,1798.2722
26574530,1799.409
887967136695027458,2806.739
37130562,1805.7327
949683989024178012,1924.4012
46802773,980.9968
2532975,1723.3859
49215656,1982.5948
9761890,3680.1577
1020468885295007329,1531.8457
937985466918948775,1518.9744
713049769583561030,1346.8743
18773655,2259.0652
35493651,1819.3402
759718085882883202,1629.0729
23559355,1700.1287
18809180,1874.4386
23631177,1361.4924
19050386,1738.1252
36007371,1580.9878
892121509051430866,1758.0845
1040964779164833733,2169.768
1008752347711818081,988.1086
25193115,1283.5906
25080824,3498.416
958238894237639823,1038.9376
756733561202282784,3683.503
739998589335684219,1717.2166
575441480842553082,1676.7189
52269475,1999.9233
829783053362364517,3190.6167
53204972,1516.9862
22251747,1527.9271
732862632185724337,376.52054
772518170946106661,1903.8851
7027063,1675.9517
51985429,1548.9438
15161567,1417.2145
2997414,1941.793
26756317,1519.5409
765954895505819490,958.0422
8685139,1559.3666
680466458223299651,2692.9883
843789431473187496,1810.3422
19805434,889.454
39991541,1361.764
25521321,1479.9369
1027961088845910273,1014.05457
1010341736303527888,1630.3242
999302847719165315,1495.5676
572359625603226701,1678.4113
1365609,1308.5509
582833790411644565,1716.0298
960162769816303180,3176.335
963934821067372815,1228.4598
52708672,1135.7507
1006621523563827818,1259.4991
50780994,1099.9275
901719065426958617,535.77136
1018239809258742149,1089.155
2163742,1574.5519
35466121,3145.127
612209813935397709,1531.3666
1022823775402664295,3068.1482
975995957512179640,1225.3304
989776083447399183,2025.5164
1038642795987491666,960.7826
1026850572883997693,409.1044
969708925511036055,3011.3745
32420319,1345.8447
1038413325241000258,2938.2166
966221396225646994,1640.8558
18769488,1239.5967
10541223,1804.0068
